SVL,HL,HW,HD,JL,FLL,HLL,FFL,HFL,Tail,Site,Number,Genus_species
54,13.6,11.1,7.7,16.3,23,49,9,25,123,L,1423,Ctenophorus_isolepis
59,13.7,11,7.7,16.2,24,53,10,25,96,L,1424,Ctenophorus_isolepis
52,12.2,10,6.9,13.6,24,52,10,26,118,L,1425,Ctenophorus_isolepis
61,13.7,11.7,7.9,16.6,24,55,10,25,123,L,1427,Ctenophorus_isolepis
46.5,10.6,9.1,6,12.4,21,46,9,23,96,L,1429,Ctenophorus_isolepis
47.5,10.5,9.3,6.4,12.3,21,49,9,24,73,L,1430,Ctenophorus_isolepis
42,10.4,8.3,6.2,12.3,20,44,8,21,90,L,1615,Ctenophorus_isolepis
46,10.8,8.6,6.2,11.5,21,45,9,23,93,L,1618,Ctenophorus_isolepis
47,10.8,9,6,13.1,19,47,9,23,87,L,1619,Ctenophorus_isolepis
49.5,10.7,8.6,6.2,12.7,21,46,9,22,96,L,1620,Ctenophorus_isolepis
50,11.4,9.1,6.4,13.4,22,59,9,23,98,L,1621,Ctenophorus_isolepis
47,10.9,9.4,6.3,12.9,19,46,9,20,93,L,1628,Ctenophorus_isolepis
51.5,11.6,9.2,6.3,13.3,22,48,9,23,108,L,1630,Ctenophorus_isolepis
50,11,8.7,7.5,13.4,20,44,10,24,110,L,1631,Ctenophorus_isolepis
48,10.7,9.3,7.7,14.4,18,46,9,22,112,L,1632,Ctenophorus_isolepis
52,11.8,10.5,6.5,13.7,20,45,10,24,101,L,1634,Ctenophorus_isolepis
46,10.7,8.7,6.6,12.4,21,49,9,23,38,L,1635,Ctenophorus_isolepis
52,12.3,9.6,6.4,13.7,23,50,10,23,102,L,1636,Ctenophorus_isolepis
50,12,9.6,6.5,13.6,20,50,9,23,107,L,1637,Ctenophorus_isolepis
51.5,10.8,8.7,7.3,12.6,21,45,8,21,104,L,1638,Ctenophorus_isolepis
49,11.5,8.7,6.3,13.3,21,49,9,24,109,L,1639,Ctenophorus_isolepis
46.5,11,9,6.7,12.6,21,48,9,24,99,L,1640,Ctenophorus_isolepis
50,11.4,9,6.4,13.4,20,44,10,23,100,L,1641,Ctenophorus_isolepis
54,12,10.2,7.2,14.4,21,48,9,23,110,L,1642,Ctenophorus_isolepis
50,11,10,6.4,12.7,21,42,10,20,105,L,1643,Ctenophorus_isolepis
60.5,12.7,10.5,7.7,13,24,53,9,25,124,L,1644,Ctenophorus_isolepis
49,11.6,9.6,6.4,13.2,21,47,9,24,112,L,1646,Ctenophorus_isolepis
46,11.1,8.6,6.4,13.7,18,40,8,18,105,L,1647,Ctenophorus_isolepis
49,10.8,9,6.2,13.6,21,48,9,24,80,L,1653,Ctenophorus_isolepis
61,13.8,11.3,8.2,16,25,56,10,26,123,L,1654,Ctenophorus_isolepis
49.5,10.8,9.1,6,12.4,20,48,9,24,98,L,1655,Ctenophorus_isolepis
55,13,10.4,7.3,15,24,51,10,25,121,L,1657,Ctenophorus_isolepis
49,11,9,6.3,12.6,21,46,10,25,102,L,1660,Ctenophorus_isolepis
55,12,9.6,6.4,14,24,48,10,25,104,L,1661,Ctenophorus_isolepis
59,13.5,10.3,7.2,14.9,23,50,10,25,115,L,1662,Ctenophorus_isolepis
53,11.6,9.3,6.4,13.7,20,47,10,24,111,L,1666,Ctenophorus_isolepis
51,11.4,9.6,6,13.5,20,45,10,23,105,L,1667,Ctenophorus_isolepis
58,12.5,9.8,7,14.3,24,52,10,24,116,L,1668,Ctenophorus_isolepis
52,12.5,10.4,7.6,14.1,22,48,10,25,109,L,1669,Ctenophorus_isolepis
61,13.2,11,8,16.5,20,48,10,28,129,L,1670,Ctenophorus_isolepis
58,14,11.2,8.2,16.3,22,55,10,26,116,L,1671,Ctenophorus_isolepis
60,13.4,10.5,7.4,15.4,23,52,10,25,129,L,1672,Ctenophorus_isolepis
54,11.3,9,7,13.5,20,51,10,23,110,L,1673,Ctenophorus_isolepis
53,11.4,9.9,7,13.7,23,49,9,24,114,L,1690,Ctenophorus_isolepis
50,10.6,9.1,6.2,13,21,47,10,23,106,L,1704,Ctenophorus_isolepis
53.5,12.6,10,7.3,14.6,24,51,10,25,114,L,1706,Ctenophorus_isolepis
54,12,9.6,7.7,14,20,47,10,24,114,L,1709,Ctenophorus_isolepis
48,10.7,9,6.3,12.4,20,47,9,23,98,L,1710,Ctenophorus_isolepis
53,13.3,10.5,7.4,15.3,20,50,10,22,128,L,1712,Ctenophorus_isolepis
46,12,9.4,6.3,13.7,20,49,9,23,115,L,1714,Ctenophorus_isolepis
48,11.6,9.1,6.2,13,20,45,9,22,98,L,1715,Ctenophorus_isolepis
47,11.6,9.3,6.5,13.2,22,47,9,24,100,L,1716,Ctenophorus_isolepis
48,11.7,8.5,5.8,13,20,46,9,25,106,L,1717,Ctenophorus_isolepis
0,0,0,0,0,17,45,9,20,100,L,1719,Ctenophorus_isolepis
50,11,10.3,6,12.5,22,47,10,22,109,L,1721,Ctenophorus_isolepis
50,11.7,10,6.5,14.3,20,47,10,23,105,L,1722,Ctenophorus_isolepis
51,11.2,9.2,6.2,13.6,19,46,10,25,113,L,1723,Ctenophorus_isolepis
40,10.9,8.9,6,13,21,46,10,22,99,L,1726,Ctenophorus_isolepis
55.5,12.3,10,7.4,14,23,51,10,24,118,L,1731,Ctenophorus_isolepis
51,11.6,9,6,12,20,47,10,23,111,L,1732,Ctenophorus_isolepis
49,11.4,9.5,6.3,13,21,49,9,25,113,L,1734,Ctenophorus_isolepis
54.5,12.6,10,7,14.7,23,51,10,25,112,L,1735,Ctenophorus_isolepis
56.5,13.7,10.4,12.7,16,23,51,10,24,121,L,1736,Ctenophorus_isolepis
56.5,13.1,10.3,7.2,14.5,23,53,10,26,112,L,1737,Ctenophorus_isolepis
54,12.8,10.5,7.5,14.8,23,51,9,25,122,L,1738,Ctenophorus_isolepis
56,12.5,10,7.3,14.6,24,53,10,25,124,L,1739,Ctenophorus_isolepis
51,12,9.5,7,13.7,21,49,9,24,97,L,1740,Ctenophorus_isolepis
48,11.4,8.7,6,13,20,46,11,24,58,L,1741,Ctenophorus_isolepis
45,10,8.7,5.4,13.3,21,48,10,27,101,L,1742,Ctenophorus_isolepis
55.5,12.7,10.2,7.5,14.7,21,50,9,25,82,L,1753,Ctenophorus_isolepis
56,12.4,10,7.3,14,24,54,10,26,115,L,1755,Ctenophorus_isolepis
58,12,10,7,13.5,23,50,10,24,111,L,1756,Ctenophorus_isolepis
55,12.6,10.3,7.1,14.6,21,51,10,24,32,L,1760,Ctenophorus_isolepis
53,12.4,10.1,7.3,14.1,23,52,9,25,105,L,1761,Ctenophorus_isolepis
56,13,11.2,8.2,15.6,22,50,9,23,116,L,1762,Ctenophorus_isolepis
50,11.4,9.3,6.7,13.5,21,47,9,23,100,L,1763,Ctenophorus_isolepis
57.5,11.6,10.2,7.3,13.2,23,52,9,25,111,L,1764,Ctenophorus_isolepis
51,11.9,8.6,6.7,13.6,20,48,10,23,108,L,2032,Ctenophorus_isolepis
25,7.1,5.2,3.4,7.9,10,21,4,12,43,L,2039,Ctenophorus_isolepis
52,12,9.5,6.4,14.4,21,50,10,26,107,L,2043,Ctenophorus_isolepis
48,11.7,9.7,7,14.4,20,47,10,25,108,L,2045,Ctenophorus_isolepis
54,12.4,10.6,6.8,15,22,45,10,25,113,L,2049,Ctenophorus_isolepis
53,13,10.3,6.7,15.6,23,48,10,23,114,L,2050,Ctenophorus_isolepis
50,12,9.5,7.9,15,20,50,10,23,99,L,2054,Ctenophorus_isolepis
45,10.6,8.2,6.2,12.7,19,40,9,22,99,L,2055,Ctenophorus_isolepis
53,13,10.5,6.3,15,21,51,10,25,111,L,2056,Ctenophorus_isolepis
51.5,12.4,9.9,7.3,14.4,22,50,10,25,114,L,2058,Ctenophorus_isolepis
50,11,8.8,6.3,13.3,20,44,10,23,105,L,2059,Ctenophorus_isolepis
54,13,10.2,7.2,15.3,23,50,10,25,109,L,2057,Ctenophorus_isolepis
50,11.6,9.3,6.7,13,21,46,10,24,116,L,2061,Ctenophorus_isolepis
50,11.4,9.5,6.8,14,20,47,10,25,108,L,2062,Ctenophorus_isolepis
51,11.8,10.4,7.4,15,24,49,10,25,112,L,2063,Ctenophorus_isolepis
54,12.2,10.3,6.9,14.6,23,51,10,24,112,L,2071,Ctenophorus_isolepis
49,11.4,9.6,6.3,13.2,23,49,9,23,101,L,2076,Ctenophorus_isolepis
49,11.6,9.6,6.4,13.4,20,47,9,23,104,L,2082,Ctenophorus_isolepis
55,12.8,9.8,7.2,14.5,23,51,9,25,104,L,2087,Ctenophorus_isolepis
50,12,10.1,7.3,14.4,22,48,10,23,89,L,2088,Ctenophorus_isolepis
50,12.4,9.3,7.6,14.2,20,46,10,20,107,L,2090,Ctenophorus_isolepis
46,10.8,9.1,6.2,12.6,20,44,9,22,95,L,2091,Ctenophorus_isolepis
50,11.7,10,6.7,14.3,20,48,9,24,105,L,2092,Ctenophorus_isolepis
53.5,13.2,10.9,7.3,6.3,25,52,10,24,125,L,2093,Ctenophorus_isolepis
51,12.3,10,7,14,20,45,10,24,118,L,2097,Ctenophorus_isolepis
55,13,10.4,8,15.7,20,47,10,24,124,L,2099,Ctenophorus_isolepis
60,13.2,10.3,7,16.3,23,47,8,23,129,L,2101,Ctenophorus_isolepis
52,12.3,10,6.6,13.7,21,49,10,24,116,L,2102,Ctenophorus_isolepis
50,10.5,9,6,13.7,21,47,11,24,106,L,2103,Ctenophorus_isolepis
46,11,8.4,6,13.6,19,46,9,25,101,L,2105,Ctenophorus_isolepis
55,13,10,7.3,15.3,22,53,11,24,115,L,2107,Ctenophorus_isolepis
55,11.7,9.5,7.3,14.3,20,45,8,22,85,L,2109,Ctenophorus_isolepis
45,11,8.7,6.4,13.2,19,45,10,22,96,L,2111,Ctenophorus_isolepis
46,11.6,9.6,6.4,14,21,44,11,23,104,L,2112,Ctenophorus_isolepis
58,14,11,7.5,15.3,23,49,10,23,68,L,2113,Ctenophorus_isolepis
53.5,12.7,10,7.1,14.2,23,51,9,25,116,L,2114,Ctenophorus_isolepis
53,12,10.6,7,15,22,49,9,23,107,L,2116,Ctenophorus_isolepis
51.5,12.2,10.4,7.2,14.5,22,49,10,23,103,L,2117,Ctenophorus_isolepis
22,6.2,5,3.4,7.1,10,20,4,10,40,L,2122,Ctenophorus_isolepis
52,12.3,10.5,6.8,14.2,22,53,9,25,73,L,2123,Ctenophorus_isolepis
51,11.8,9.5,5.8,14,24,45,10,24,112,L,2149,Ctenophorus_isolepis
52,12.7,10,6.7,15.2,20,50,10,22,112,L,2150,Ctenophorus_isolepis
55,12.8,10.4,7.3,15.2,23,50,11,26,118,L,2151,Ctenophorus_isolepis
48,12.3,9.2,6.2,14,20,47,9,25,104,L,2152,Ctenophorus_isolepis
51.5,12.3,10.4,7.2,14.6,23,51,9,25,108,L,2155,Ctenophorus_isolepis
51,13.4,10.4,7.7,15.3,21,50,10,25,128,L,2157,Ctenophorus_isolepis
47,11.2,8.5,6.4,13.3,20,48,10,23,113,L,2161,Ctenophorus_isolepis
51,13,11,7.1,16.2,22,50,10,22,115,L,2163,Ctenophorus_isolepis
56,12.8,11.3,7,16.5,24,52,10,23,115,L,2171,Ctenophorus_isolepis
52,11.3,9.6,7,15,20,48,10,23,114,L,2172,Ctenophorus_isolepis
55,12,10,7.4,16,23,49,10,25,121,L,2184,Ctenophorus_isolepis
50,12.3,10,6.7,14.1,24,47,10,22,116,L,2185,Ctenophorus_isolepis
50,11,10,6.8,14,24,53,10,24,109,L,2185.1,Ctenophorus_isolepis
50,11.3,9,7.6,13,20,47,9,22,102,L,2197,Ctenophorus_isolepis
25,6.1,4.7,3.3,7.8,10,20,5,10,44,L,2198,Ctenophorus_isolepis
53,12,9.5,6.4,14,22,48,10,22,110,L,2199,Ctenophorus_isolepis
50,12.5,9.6,7,14,21,51,9,23,114,L,2200,Ctenophorus_isolepis
53,13.8,11,7.5,15.9,22,50,10,22,119,L,2201,Ctenophorus_isolepis
54,11.6,10.5,6.5,14.5,23,46,10,24,109,L,2341,Ctenophorus_isolepis
55,13.4,9.7,6.6,14.8,20,49,10,22,115,L,2347,Ctenophorus_isolepis
52,12.4,9.5,7.2,13,21,50,10,24,109,L,2349,Ctenophorus_isolepis
55,13.2,9.7,7,14.3,23,50,10,24,110,L,2350,Ctenophorus_isolepis
55,13.5,10.6,7.6,15.8,22,50,10,24,110,L,2351,Ctenophorus_isolepis
56,12.8,10.4,7.5,14.9,23,51,10,23,115,L,2352,Ctenophorus_isolepis
52,12.2,10.3,7.4,15.2,21,47,9,24,119,L,2361,Ctenophorus_isolepis
48,11.2,8.6,5.7,12.3,20,48,9,24,102,L,2362,Ctenophorus_isolepis
51,13.2,10.4,7.3,14.4,23,50,10,24,128,L,2364,Ctenophorus_isolepis
53,12.3,10.5,7.3,14.1,22,47,10,22,106,L,2365,Ctenophorus_isolepis
50,11.5,9.5,6.5,13.5,19,47,9,21,99,L,2366,Ctenophorus_isolepis
52,11.6,10,7.4,14.4,23,49,9,24,115,L,2374,Ctenophorus_isolepis
30,7.3,6,4,8.5,10,25,5,12,58,L,2375,Ctenophorus_isolepis
50,11.8,10.4,6.9,14.7,22,47,11,23,115,L,2378,Ctenophorus_isolepis
50,11.3,10,6.2,13.8,21,48,10,22,104,L,2379,Ctenophorus_isolepis
50,11.7,10.4,7.3,14.5,24,50,11,25,117,L,2381,Ctenophorus_isolepis
51,12.4,10,7,15.5,22,50,9,23,117,L,2382,Ctenophorus_isolepis
50,12.4,9.5,6.5,14.7,20,45,10,20,115,L,2384,Ctenophorus_isolepis
56,13.2,11.1,7.5,14.3,23,53,10,25,124,L,2385,Ctenophorus_isolepis
54,11.9,10,6.6,14.3,23,47,11,24,116,L,2386,Ctenophorus_isolepis
54,13.2,10.2,7.8,15,20,46,8,22,121,L,2391,Ctenophorus_isolepis
48,12.5,9.4,7.3,14.3,21,49,9,22,59,L,2392,Ctenophorus_isolepis
51,12.5,10.4,6,13,20,50,10,22,116,L,2406,Ctenophorus_isolepis
56,13.5,10.6,6.9,14.5,22,52,10,24,120,L,2409,Ctenophorus_isolepis
53,12.5,10.2,7,15.3,20,46,8,23,115,L,2410,Ctenophorus_isolepis
51,12,10,6.8,14.2,22,50,10,25,115,L,2429,Ctenophorus_isolepis
50,12.2,9.6,6.7,14.3,20,45,10,26,110,L,2430,Ctenophorus_isolepis
57,13.2,10.3,8.8,15.4,23,50,11,22,128,L,2432,Ctenophorus_isolepis
47,11.2,9,5.8,13.3,21,49,10,22,104,L,2433,Ctenophorus_isolepis
56,12.4,10.5,6.5,14.7,22,49,10,24,119,L,2434,Ctenophorus_isolepis
50,11.9,9,6.5,14,20,50,10,25,117,L,2435,Ctenophorus_isolepis
52,12.4,10.3,6.5,15,24,51,10,26,110,L,2438,Ctenophorus_isolepis
47,12,9.4,6.4,14.6,21,46,10,23,104,L,2439,Ctenophorus_isolepis
48,11.7,9.5,6.8,14.2,23,46,10,23,43,L,2440,Ctenophorus_isolepis
0,0,0,0,0,0,26,0,15,13,L,2441,Ctenophorus_isolepis
56,12.5,10,6.9,15.4,21,46,10,23,118,L,2443,Ctenophorus_isolepis
49,11.5,8.7,6,14,20,46,10,23,100,L,2588,Ctenophorus_isolepis
50,11.3,9.4,6.3,13.6,21,46,9,24,111,L,2604,Ctenophorus_isolepis
49,11.4,9.4,6.8,14,22,49,10,22,110,L,2605,Ctenophorus_isolepis
55.5,11.9,9.8,7.3,13.7,23,52,10,24,117,L,2606,Ctenophorus_isolepis
27,7.6,6.5,4.5,9,12,26,5,15,62,L,2609,Ctenophorus_isolepis
53,12.1,9.6,6.8,14,21,51,10,23,108,L,2610,Ctenophorus_isolepis
54,13,10.5,7.3,14.8,23,48,10,25,110,L,2611,Ctenophorus_isolepis
59,12.4,9.7,7.3,14.6,22,49,10,24,117,L,2615,Ctenophorus_isolepis
50,12.3,9.8,6.5,13.8,23,42,10,24,109,L,2620,Ctenophorus_isolepis
61,13.7,11,7.8,16.4,26,54,11,25,125,L,2623,Ctenophorus_isolepis
50,12.4,10,7.8,14.2,22,50,9,23,108,L,2624,Ctenophorus_isolepis
60,13,10.4,7.5,14.4,22,51,10,24,123,L,2626,Ctenophorus_isolepis
52,12.3,9.7,6.8,13.5,21,51,10,25,114,L,2628,Ctenophorus_isolepis
50,11.4,9,6.9,14.2,20,47,9,23,103,L,2630,Ctenophorus_isolepis
52.5,12.5,10.6,6.9,14.8,20,50,9,24,104,L,2631,Ctenophorus_isolepis
54,12.3,10.4,7.3,15.6,24,49,10,25,121,L,2635,Ctenophorus_isolepis
53.5,11.9,10.2,7.4,13.4,21,52,10,24,105,L,2807,Ctenophorus_isolepis
53,11.5,10.4,7,14.5,22,46,10,24,111,L,2808,Ctenophorus_isolepis
54,12.3,9.5,6.5,14.9,24,47,10,23,110,L,2814,Ctenophorus_isolepis
55,12.7,9.3,6.4,15.5,21,46,11,22,114,L,2816,Ctenophorus_isolepis
51,11.5,9.1,5.8,14,21,48,10,23,109,L,2819,Ctenophorus_isolepis
54,11.6,9,5.7,13.1,20,49,10,24,113,L,2820,Ctenophorus_isolepis
49,11.8,8.7,5.8,13.7,17,42,8,20,108,L,2822,Ctenophorus_isolepis
50,12.3,10.3,6.3,15,21,46,10,21,106,L,2824,Ctenophorus_isolepis
57,13.1,10.5,7.3,15.3,23,47,10,25,113,L,2825,Ctenophorus_isolepis
60,13.4,10.5,7.2,15.4,23,50,11,25,123,L,2827,Ctenophorus_isolepis
51,11.7,8.6,5.1,13,23,47,10,25,108,L,2828,Ctenophorus_isolepis
56,12.3,10,7.1,14.6,23,48,10,24,124,L,2834,Ctenophorus_isolepis
46,10.9,8.2,5.3,12.8,21,48,10,24,101,L,2836,Ctenophorus_isolepis
49,11.4,9.4,6.1,13.2,20,45,10,23,100,L,2837,Ctenophorus_isolepis
56,13.1,9.6,6,15.3,22,47,10,21,110,L,2838,Ctenophorus_isolepis
51,12.1,9.8,6.4,14.7,23,47,11,23,111,L,2842,Ctenophorus_isolepis
51,12.1,9.2,5.7,14.2,21,50,10,23,113,L,2843,Ctenophorus_isolepis
54,12.5,10.3,6.4,14.4,22,49,10,23,115,L,2844,Ctenophorus_isolepis
55,12.3,9.9,6.2,14.3,21,50,10,23,117,L,2845,Ctenophorus_isolepis
52,12.4,9.4,6.2,14.4,22,47,10,22,110,L,2846,Ctenophorus_isolepis
53,12.6,10,6.6,14.6,21,52,10,23,113,L,2847,Ctenophorus_isolepis
57,12.7,10.4,7.4,15.1,23,48,11,25,54,L,2851,Ctenophorus_isolepis
48,12,8.7,6.6,13.3,21,46,9,23,112,L,2852,Ctenophorus_isolepis
54,12.3,9.7,6,14.2,21,50,10,24,124,L,2854,Ctenophorus_isolepis
53,12.5,9.5,6.5,14.5,23,49,11,22,114,L,2857,Ctenophorus_isolepis
32,7.9,7.1,4.9,9.2,14,30,6,15,61,L,2864,Ctenophorus_isolepis
49,12.3,10,7,14.5,22,47,11,22,116,L,2866,Ctenophorus_isolepis
55,12.5,9.6,6.8,15.2,22,48,11,22,110,L,2866.1,Ctenophorus_isolepis
56,12.3,9.7,7.1,13.4,21,51,10,22,121,L,2868,Ctenophorus_isolepis
57,12.5,9.7,6.5,14.7,23,51,10,23,120,L,2870,Ctenophorus_isolepis
55,12.4,10.1,6.4,14.7,21,49,10,22,124,L,2874,Ctenophorus_isolepis
57,13.2,10.4,6.9,15.2,20,47,10,23,108,L,2875,Ctenophorus_isolepis
51,11.6,10.1,7,14.7,21,45,10,22,99,L,2876,Ctenophorus_isolepis
54,12.3,9.6,6.7,15.2,23,46,10,22,121,L,2877,Ctenophorus_isolepis
59,14.4,12.2,7.8,16.8,26,54,10,26,109,L,2880,Ctenophorus_isolepis
49,12.4,9.1,6.5,13.7,22,42,10,20,114,L,2881,Ctenophorus_isolepis
52,12.4,9.4,6.4,14.7,21,46,10,24,113,L,2888,Ctenophorus_isolepis
51,12.3,9.6,7,15,20,49,10,23,119,L,2891,Ctenophorus_isolepis
56,13.3,10.1,7,15.3,23,54,11,25,110,L,2894,Ctenophorus_isolepis
50,12.3,9.7,6.3,15,22,46,11,24,111,L,2895,Ctenophorus_isolepis
57.5,12.6,11.1,7.6,13.1,26,57,10,26,120,L,2898,Ctenophorus_isolepis
50.5,12.4,10,7.1,14.3,23,51,10,23,108,L,2901,Ctenophorus_isolepis
51.5,13.1,10.7,7.3,15.3,23,53,9,25,121,L,2903,Ctenophorus_isolepis
53,12.6,10.7,7.3,14.8,24,52,10,26,119,L,2906,Ctenophorus_isolepis
53.5,13,10,7.5,15.3,23,52,10,25,104,L,2908,Ctenophorus_isolepis
37.5,9.5,7.5,5.8,10.8,17,39,7,19,72,L,2912,Ctenophorus_isolepis
58,13.5,11.3,7.3,16.6,24,53,9,24,76,L,2913,Ctenophorus_isolepis
