Number,Genus_species,Sex,SVL,Wt,Tail,RTL,LTL,TotTL,TotTVoL
,Ctenotus_leonhardii,MALE,62,4.2,,4,5,,9
,Ctenotus_leonhardii,MALE,57,3.7,124,2,2,,4
,Ctenotus_leonhardii,MALE,73,7.7,,7,6,,13
,Ctenotus_leonhardii,MALE,81,12.7,178,6,6,,12
,Ctenotus_leonhardii,MALE,59,3.5,116,3,3,,6
,Ctenotus_leonhardii,MALE,62,4.2,,5,5,,10
,Ctenotus_leonhardii,MALE,50,3,108,1,1,,2
,Ctenotus_leonhardii,MALE,63,4.5,138,3,3,,6
,Ctenotus_leonhardii,MALE,56,2.7,,5,4,,9
,Ctenotus_leonhardii,MALE,60,3.6,133,3,2,,5
,Ctenotus_leonhardii,MALE,61,3.8,136,4,3,,7
,Ctenotus_leonhardii,MALE,57,3.3,118,3,2,,5
,Ctenotus_leonhardii,MALE,55,2.5,,2,1,,3
153.94,Ctenotus_leonhardii,MALE,61,4.1,128,6,4,153.94,10
,Ctenotus_pantherinus,MALE,73,,101,7,4,,11
,Ctenotus_pantherinus,MALE,73,,,,,,
,Ctenotus_pantherinus,MALE,,,,8,7,,15
,Ctenotus_pantherinus,MALE,83,,,8,7,,15
,Ctenotus_pantherinus,MALE,85,,,5,5,,10
,Ctenotus_pantherinus,MALE,73,,,6,8,,14
,Ctenotus_pantherinus,MALE,92,,,5,5,,10
,Ctenotus_pantherinus,MALE,83,,,10,9,,19
,Ctenotus_pantherinus,MALE,85,,135,5,4,,9
,Ctenotus_pantherinus,MALE,85,11.5,114,7,7,,14
,Ctenotus_pantherinus,MALE,79,10,120,4,4,,8
,Ctenotus_pantherinus,MALE,86,16.5,,5,4,,9
,Ctenotus_pantherinus,MALE,83,14.5,121,6,4,,10
,Ctenotus_pantherinus,MALE,53,2.7,,1,1,,2
,Ctenotus_pantherinus,MALE,34,1,53,1,1,,2
,Ctenotus_pantherinus,MALE,68,6.5,,3,2,,5
,Ctenotus_pantherinus,MALE,79,12,,4,3,,7
,Ctenotus_pantherinus,MALE,48,2.5,86,1,1,,2
,Ctenotus_pantherinus,MALE,93,22,166,5,5,,10
,Ctenotus_pantherinus,MALE,48,2.5,80,1,1,,2
,Ctenotus_pantherinus,MALE,49,3,74,1,1,,2
,Ctenotus_pantherinus,MALE,95,19,162,5,5,,10
,Ctenotus_pantherinus,MALE,44,2,,1,1,,2
,Ctenotus_pantherinus,MALE,89,16.5,,7,7,,14
,Ctenotus_pantherinus,MALE,58,4,,1,1,,2
,Ctenotus_pantherinus,MALE,80,13.5,128,6,5,,11
,Ctenotus_pantherinus,MALE,51,3,80,1,1,,2
,Ctenotus_pantherinus,MALE,52,3,,1,1,,2
,Ctenotus_pantherinus,MALE,82,15,,6,7,,13
,Ctenotus_pantherinus,MALE,85,16.2,,8,7,,15
,Ctenotus_pantherinus,MALE,87,12.5,,8,7,,15
,Ctenotus_pantherinus,MALE,78,13,,,,,
,Ctenotus_pantherinus,MALE,88,15,,,,,
,Ctenotus_pantherinus,MALE,36,1.5,51,,,,
,Ctenotus_pantherinus,MALE,50,2.8,,1.5,1,,2.5
,Ctenotus_pantherinus,MALE,80,13.5,112,10,8,,18
,Ctenotus_pantherinus,MALE,80,13.5,109,4,5,,9
,Ctenotus_pantherinus,MALE,67,7.9,108,6.5,4.5,,11
,Ctenotus_pantherinus,MALE,58,3.9,81,2,2,,4
,Ctenotus_pantherinus,MALE,87,13.6,,8,9,,17
,Ctenotus_pantherinus,MALE,77,10.2,123,7,6,,13
,Ctenotus_pantherinus,MALE,74,9.3,,9,9,,18
,Ctenotus_pantherinus,MALE,66,6.4,,4,4,,8
,Ctenotus_pantherinus,MALE,79,9.3,,8,8,,16
,Ctenotus_pantherinus,MALE,83,10.6,,7,6,,13
,Ctenotus_pantherinus,MALE,75,8.7,122,6,4,,10
,Ctenotus_pantherinus,MALE,69,8.1,112,7,5,,12
,Ctenotus_pantherinus,MALE,80,10.2,125,6,8,,14
,Ctenotus_pantherinus,MALE,79,14.1,,7,5,,12
,Ctenotus_pantherinus,MALE,71,8.4,106,5.5,5,,10.5
,Ctenotus_pantherinus,MALE,73,9.1,,4,3,,7
,Ctenotus_pantherinus,MALE,68,7.7,103,3.5,4,,7.5
,Ctenotus_pantherinus,MALE,73,8.7,,4,3,,7
,Ctenotus_pantherinus,MALE,78,10,,3,2.5,,5.5
,Ctenotus_pantherinus,MALE,83,15.7,,4.5,4,,8.5
,Ctenotus_pantherinus,MALE,69,8.8,105,4,3,,7
1.05,Ctenotus_pantherinus,MALE,52,2.9,79,1,1,1.05,2
67.02,Ctenotus_pantherinus,MALE,64,5.4,91,4,4,67.02,8
619.94,Ctenotus_pantherinus,MALE,80,14,,8,6,619.94,14
435.64,Ctenotus_pantherinus,MALE,77,10.8,,7,6,435.64,13
328.82,Ctenotus_pantherinus,MALE,80,11.5,,7,5,328.82,12
188.5,Ctenotus_pantherinus,MALE,66,5.8,,5,5,188.5,10
1.05,Ctenotus_pantherinus,MALE,53,3,65,1,1,1.05,2
8.38,Ctenotus_pantherinus,MALE,63,4.8,91,2,2,8.38,4
8.38,Ctenotus_pantherinus,MALE,56,3.4,85,2,2,8.38,4
8.38,Ctenotus_pantherinus,MALE,55,3.9,,2,2,8.38,4
188.5,Ctenotus_pantherinus,MALE,82,10.2,,5,5,188.5,10
188.5,Ctenotus_pantherinus,MALE,63,5.2,96,5,5,188.5,10
169.65,Ctenotus_pantherinus,MALE,71,7.5,,5,4,169.65,9
50.27,Ctenotus_pantherinus,MALE,75,9.7,119,3,3,50.27,6
1.05,Ctenotus_pantherinus,MALE,47,2.4,70,1,1,1.05,2
8.38,Ctenotus_pantherinus,MALE,52,3,68,2,2,8.38,4
1.05,Ctenotus_pantherinus,MALE,44,1.5,,1,1,1.05,2
8.38,Ctenotus_pantherinus,MALE,57,5.4,88,2,2,8.38,4
8.38,Ctenotus_pantherinus,MALE,57,4.2,91,2,2,8.38,4
150.8,Ctenotus_pantherinus,MALE,78,12.3,,4,4,150.8,8
8.38,Ctenotus_pantherinus,MALE,56,3.6,81,2,2,8.38,4
169.65,Ctenotus_pantherinus,MALE,75,9.8,,5,4,169.65,9
169.65,Ctenotus_pantherinus,MALE,81,11.2,,5,4,169.65,9
150.8,Ctenotus_pantherinus,MALE,79,11.6,,4,4,150.8,8
150.8,Ctenotus_pantherinus,MALE,75,10.7,,4,4,150.8,8
1.05,Ctenotus_pantherinus,MALE,56,3.9,80,1,1,1.05,2
8.38,Ctenotus_pantherinus,MALE,53,2.9,,2,2,8.38,4
402.12,Ctenotus_pantherinus,MALE,81,12.1,,6,6,402.12,12
226.2,Ctenotus_pantherinus,MALE,76,10.5,,6,6,226.2,12
1.05,Ctenotus_pantherinus,MALE,50,2.7,78,1,1,1.05,2
402.12,Ctenotus_pantherinus,MALE,83,11.8,,7,5,402.12,12
4.19,Ctenotus_pantherinus,MALE,50,2.9,78,1,1,4.19,2
295.31,Ctenotus_pantherinus,MALE,61,5.9,97,6,5,295.31,11
733.04,Ctenotus_pantherinus,MALE,78,11,,7,7,733.04,14
1036.73,Ctenotus_pantherinus,MALE,91,11.5,,9,6,1036.73,15
8.38,Ctenotus_pantherinus,MALE,58,3.4,89,2,2,8.38,4
402.12,Ctenotus_pantherinus,MALE,78,10.8,,6,6,402.12,12
601.09,Ctenotus_pantherinus,MALE,77,9.4,,7,7,601.09,14
791.68,Ctenotus_pantherinus,MALE,80,10.3,,10,8,791.68,18
10.47,Ctenotus_pantherinus,MALE,54,3.3,86,3,2,10.47,5
127.76,Ctenotus_pantherinus,MALE,63,4.7,,5,4,127.76,9
435.64,Ctenotus_pantherinus,MALE,70,7.4,105,7,6,435.64,13
12.57,Ctenotus_pantherinus,MALE,57,3.9,86,3,3,12.57,6
8.38,Ctenotus_pantherinus,MALE,58,4.3,,2,2,8.38,4
402.12,Ctenotus_pantherinus,MALE,63,5.6,104,6,6,402.12,12
381.18,Ctenotus_pantherinus,MALE,72,7.2,105,8,6,381.18,14
8.38,Ctenotus_pantherinus,MALE,53,3.5,84,2,2,8.38,4
37.7,Ctenotus_pantherinus,MALE,56,3.4,,4,2,37.7,6
108.91,Ctenotus_pantherinus,MALE,63,4.7,96,4,4,108.91,8
8.38,Ctenotus_pantherinus,MALE,55,3.3,86,2,2,8.38,4
8.38,Ctenotus_pantherinus,MALE,55,3.2,,2,2,8.38,4
402.12,Ctenotus_pantherinus,MALE,76,6.7,,6,6,402.12,12
402.12,Ctenotus_pantherinus,MALE,83,12.3,125,7,5,402.12,12
165.46,Ctenotus_pantherinus,MALE,66,5.8,,7,4,165.46,11
127.76,Ctenotus_pantherinus,MALE,62,4.7,91,4,4,127.76,8
8.38,Ctenotus_pantherinus,MALE,53,2.8,,2,2,8.38,4
435.64,Ctenotus_pantherinus,MALE,73,8,105,7,6,435.64,13
8.38,Ctenotus_pantherinus,MALE,59,4.5,87,2,2,8.38,4
18.85,Ctenotus_pantherinus,MALE,60,3.6,,2,2,18.85,4
1.05,Ctenotus_pantherinus,MALE,42,1.5,63,1,1,1.05,2
536.17,Ctenotus_pantherinus,MALE,77,10.6,,9,7,536.17,16
8.38,Ctenotus_pantherinus,MALE,60,6,,2,2,8.38,4
31.42,Ctenotus_pantherinus,MALE,65,6.2,,3,3,31.42,6
0.52,Ctenotus_pantherinus,MALE,55,4.1,81,0.5,0.5,0.52,1
6.28,Ctenotus_pantherinus,MALE,56,4.1,80,1.5,1.5,6.28,3
14.66,Ctenotus_pantherinus,MALE,62,5.4,92,4,3,14.66,7
188.5,Ctenotus_pantherinus,MALE,68,7.2,105,5,5,188.5,10
280.65,Ctenotus_pantherinus,MALE,66,6.8,,6,5,280.65,11
469.15,Ctenotus_pantherinus,MALE,75,8.3,110,8,6,469.15,14
169.65,Ctenotus_pantherinus,MALE,65,6.4,101,5,4,169.65,9
844.04,Ctenotus_pantherinus,MALE,82,11.5,,11,8,844.04,19
7.33,Ctenotus_pantherinus,MALE,58,4.4,83,1.5,2,7.33,3.5
4.19,Ctenotus_pantherinus,MALE,55,3.8,,1,1,4.19,2
8.38,Ctenotus_pantherinus,MALE,56,3.8,84,2,2,8.38,4
8.38,Ctenotus_pantherinus,MALE,56,3.8,90,2,2,8.38,4
58.64,Ctenotus_pantherinus,MALE,63,5.6,,4,3,58.64,7
469.15,Ctenotus_pantherinus,MALE,65,6.6,,9,5,469.15,14
0.52,Ctenotus_pantherinus,MALE,50,2.5,74,0.5,0.5,0.52,1
20.42,Ctenotus_pantherinus,MALE,60,5,,3,3,20.42,6
628.32,Ctenotus_pantherinus,MALE,80,11,,7,5,628.32,12
502.66,Ctenotus_pantherinus,MALE,72,9.1,,9,6,502.66,15
502.66,Ctenotus_pantherinus,MALE,80,12.1,,8,7,502.66,15
514.7,Ctenotus_pantherinus,MALE,80,10.3,110,7,6.5,514.7,13.5
366.52,Ctenotus_pantherinus,MALE,79,11.7,,7,7,366.52,14
349.76,Ctenotus_pantherinus,MALE,70,8.3,,7,6.5,349.76,13.5
548.73,Ctenotus_pantherinus,MALE,76,12,120,7,6,548.73,13
435.64,Ctenotus_pantherinus,MALE,74,9,,6,7,435.64,13
634.6,Ctenotus_pantherinus,MALE,80,12,,8,7,634.6,15
4.19,Ctenotus_pantherinus,MALE,61,4.9,93,1,1,4.19,2
245.04,Ctenotus_pantherinus,MALE,76,9.5,120,7,6,245.04,13
567.58,Ctenotus_pantherinus,MALE,74,10.1,,7,6,567.58,13
366.52,Ctenotus_pantherinus,MALE,81,11,127,7,7,366.52,14
58.64,Ctenotus_pantherinus,MALE,62,5.4,,4,3,58.64,7
679.63,Ctenotus_pantherinus,MALE,75,9.6,,8.5,7,679.63,15.5
8.38,Ctenotus_pantherinus,MALE,58,4.7,87,2,2,8.38,4
8.38,Ctenotus_pantherinus,MALE,57,4,87,2,2,8.38,4
414.17,Ctenotus_pantherinus,MALE,71,9.4,,7,7,414.17,14
435.64,Ctenotus_pantherinus,MALE,75,9.7,,7,6,435.64,13
942.48,Ctenotus_pantherinus,MALE,82,11.1,,9,9,942.48,18
668.11,Ctenotus_pantherinus,MALE,71,9.4,,9,7,668.11,16
469.15,Ctenotus_pantherinus,MALE,80,11.6,129,7,7,469.15,14
188.5,Ctenotus_pantherinus,MALE,72,7,,6,4,188.5,10
226.2,Ctenotus_pantherinus,MALE,83,11.4,,7,5,226.2,12
347.67,Ctenotus_pantherinus,MALE,71,7.4,,7,6,347.67,13
169.65,Ctenotus_pantherinus,MALE,70,8.1,,5,4,169.65,9
502.66,Ctenotus_pantherinus,MALE,77,10,,8,7,502.66,15
601.09,Ctenotus_pantherinus,MALE,78,10.8,120,7,7,601.09,14
634.6,Ctenotus_pantherinus,MALE,76,10.3,113,8,7,634.6,15
368.61,Ctenotus_pantherinus,MALE,72,8.8,,6,5,368.61,11
668.11,Ctenotus_pantherinus,MALE,80,10.4,126,9,7,668.11,16
6.28,Ctenotus_pantherinus,MALE,49,3.2,78,1.5,1.5,6.28,3
7.33,Ctenotus_pantherinus,MALE,54,4.1,,2,1.5,7.33,3.5
385.37,Ctenotus_pantherinus,MALE,76,10.6,,6.5,5,385.37,11.5
8.38,Ctenotus_pantherinus,MALE,57,5.1,,2,2,8.38,4
8.38,Ctenotus_pantherinus,MALE,56,5.2,78,2,2,8.38,4
6.28,Ctenotus_pantherinus,MALE,51,3.7,85,1.5,1.5,6.28,3
680.68,Ctenotus_pantherinus,MALE,74,8.7,,7,6,680.68,13
37.7,Ctenotus_pantherinus,MALE,62,5.6,89,2.5,2,37.7,4.5
1239.88,Ctenotus_pantherinus,MALE,78,8.9,,8,8,1239.88,16
435.64,Ctenotus_pantherinus,MALE,72,6.4,,7,6,435.64,13
515.22,Ctenotus_pantherinus,MALE,73,10,,6,6,515.22,12
188.5,Ctenotus_pantherinus,MALE,67,7.6,,5,5,188.5,10
1022.07,Ctenotus_pantherinus,MALE,81,12.6,,8,8,1022.07,16
969.71,Ctenotus_pantherinus,MALE,80,12.4,,7,8,969.71,15
733.04,Ctenotus_pantherinus,MALE,78.5,12.1,119,8,6,733.04,14
785.4,Ctenotus_pantherinus,MALE,80,11.4,129,8,7,785.4,15
785.4,Ctenotus_pantherinus,MALE,78,11.2,120,8,7,785.4,15
,Ctenotus_piankai,MALE,33,,,1,1,,2
,Ctenotus_piankai,MALE,33,,59,0.05,0.05,,0.1
,Ctenotus_piankai,MALE,46,2,101,3,,,
,Ctenotus_piankai,MALE,33,0.5,62,0.05,0.05,,0.1
,Ctenotus_piankai,MALE,43,2.2,100,3,,,
,Ctenotus_piankai,MALE,41,1.1,,4.5,3.5,,8
,Ctenotus_piankai,MALE,43,1.4,104,5,5,,10
,Ctenotus_piankai,MALE,49,1.5,,3,3,,6
67.02,Ctenotus_piankai,MALE,46,1.8,100,4,4,67.02,8
50.27,Ctenotus_piankai,MALE,47,1.8,97,3,3,50.27,6
58.64,Ctenotus_piankai,MALE,51,2.4,104,4,3,58.64,7
169.65,Ctenotus_piankai,MALE,50,2.1,103,5,4,169.65,9
108.91,Ctenotus_piankai,MALE,47,1.6,100,4,4,108.91,8
75.4,Ctenotus_piankai,MALE,50,2.3,,5,4,75.4,9
37.7,Ctenotus_piankai,MALE,45,1.5,,2,4,37.7,6
50.27,Ctenotus_piankai,MALE,44,1.4,97,3,3,50.27,6
58.64,Ctenotus_piankai,MALE,44,1.4,,4,3,58.64,7
75.4,Ctenotus_piankai,MALE,49,1.9,,5,4,75.4,9
67.02,Ctenotus_piankai,MALE,44,1.5,93,4,4,67.02,8
67.02,Ctenotus_piankai,MALE,50,2.2,,4,4,67.02,8
67.02,Ctenotus_piankai,MALE,50,1.9,,4,4,67.02,8
14.15,Ctenotus_piankai,MALE,44,1.7,94,3.5,3.5,14.15,7
67.02,Ctenotus_piankai,MALE,49,2.2,95,4,4,67.02,8
58.64,Ctenotus_piankai,MALE,45,1.5,103,4,3,58.64,7
67.02,Ctenotus_piankai,MALE,49,1.9,107,4,4,67.02,8
67.02,Ctenotus_piankai,MALE,46,1.8,104,4,4,67.02,8
18.85,Ctenotus_piankai,MALE,48,2.4,97,2,2,18.85,4
67.02,Ctenotus_piankai,MALE,46,1.5,,4,4,67.02,8
127.76,Ctenotus_piankai,MALE,51,2.1,93,5,4,127.76,9
67.02,Ctenotus_piankai,MALE,49,2.2,111,4,4,67.02,8
67.02,Ctenotus_piankai,MALE,45,1.6,86,4,4,67.02,8
169.65,Ctenotus_piankai,MALE,47,1.5,,5,4,169.65,9
119.38,Ctenotus_piankai,MALE,45,1.6,,5,3,119.38,8
169.65,Ctenotus_piankai,MALE,48,1.9,105,5,4,169.65,9
67.02,Ctenotus_piankai,MALE,49,1.7,84,4,4,67.02,8
154.99,Ctenotus_piankai,MALE,50,2.1,96,6,5,154.99,11
169.65,Ctenotus_piankai,MALE,49,2,99,5,4,169.65,9
67.02,Ctenotus_piankai,MALE,48,1.9,101,4,4,67.02,8
150.8,Ctenotus_piankai,MALE,47,2.3,106,4,4,150.8,8
108.91,Ctenotus_piankai,MALE,50,2,,4,4,108.91,8
1.26,Ctenotus_piankai,MALE,36,0.7,73,1.2,1.2,1.26,2.4
10.47,Ctenotus_piankai,MALE,51,2.3,,3,2,10.47,5
8.38,Ctenotus_piankai,MALE,49,1.5,,2,2,8.38,4
1.05,Ctenotus_piankai,MALE,46,1.5,,1,1,1.05,2
0.05,Ctenotus_piankai,MALE,36,0.6,70,0.5,0.4,0.05,0.9
0.2,Ctenotus_piankai,MALE,36,0.7,69,1,0.6,0.2,1.6
1.43,Ctenotus_piankai,MALE,38,0.8,80,1,0.9,1.43,1.9
176.75,Ctenotus_piankai,MALE,45,1.5,,4.2,3.8,176.75,8
4.29,Ctenotus_piankai,MALE,42,1.2,85,1.8,1.4,4.29,3.2
58.64,Ctenotus_piankai,MALE,47,1.9,101,4,3,58.64,7
67.02,Ctenotus_piankai,MALE,50,2,102,4,4,67.02,8
108.91,Ctenotus_piankai,MALE,47,1.8,100,4,4,108.91,8
28.95,Ctenotus_piankai,MALE,45,1.2,93,2.7,2.7,28.95,5.4
81.2,Ctenotus_piankai,MALE,45,1.4,101,3.5,4.3,81.2,7.8
2.28,Ctenotus_piankai,MALE,38,0.7,,1.4,1.2,2.28,2.6
17.7,Ctenotus_piankai,MALE,42,1,85,2.8,2.2,17.7,5
35.55,Ctenotus_piankai,MALE,42,1.1,,2.7,2.5,35.55,5.2
2.94,Ctenotus_piankai,MALE,40,0.8,81,1.2,1.2,2.94,2.4
63.15,Ctenotus_piankai,MALE,43,1.2,,3.2,2.5,63.15,5.7
37.7,Ctenotus_piankai,MALE,44,1.5,88,4,2,37.7,6
50.27,Ctenotus_piankai,MALE,44,1.4,87,3,3,50.27,6
78.79,Ctenotus_piankai,MALE,45,1.5,99,3.5,3.3,78.79,6.8
9.63,Ctenotus_piankai,MALE,42,1.1,90,2.2,1.6,9.63,3.8
26.63,Ctenotus_piankai,MALE,39,1.1,89,2.2,2.2,26.63,4.4
50.27,Ctenotus_piankai,MALE,44,1.5,87,3,3,50.27,6
7.96,Ctenotus_piankai,MALE,47,1.8,106,2,1.8,7.96,3.8
188.5,Ctenotus_piankai,MALE,50,2.1,,6,4,188.5,10
222.24,Ctenotus_piankai,MALE,44,1.5,88,4.6,5.6,222.24,10.2
169.65,Ctenotus_piankai,MALE,48,1.6,106,5,4,169.65,9
51.74,Ctenotus_piankai,MALE,44,1.5,100,4,3.4,51.74,7.4
16.28,Ctenotus_piankai,MALE,46,1.2,,2.3,2.6,16.28,4.9
58.64,Ctenotus_piankai,MALE,43,1.3,85,4,3,58.64,7
76.32,Ctenotus_piankai,MALE,47,1.4,,4.5,3.5,76.32,8
36.79,Ctenotus_piankai,MALE,43,1.2,78,3.2,3.2,36.79,6.4
19.58,Ctenotus_piankai,MALE,45,1.2,96,2.7,2.4,19.58,5.1
8.38,Ctenotus_piankai,MALE,46,1.4,102,2,2,8.38,4
16.64,Ctenotus_piankai,MALE,45,1.2,89,2.5,2.2,16.64,4.7
8.41,Ctenotus_piankai,MALE,45,1,,2.8,1.5,8.41,4.3
8.38,Ctenotus_piankai,MALE,46,1.3,,2,2,8.38,4
6.95,Ctenotus_piankai,MALE,45,1.2,92,1.4,1.3,6.95,2.7
8.38,Ctenotus_piankai,MALE,42,0.9,93,2.7,1.3,8.38,4
16.09,Ctenotus_piankai,MALE,48,1.8,91,2.9,2.3,16.09,5.2
9.63,Ctenotus_piankai,MALE,43,1.3,92,2.7,1.9,9.63,4.6
10.05,Ctenotus_piankai,MALE,45,1.3,100,2.7,2.1,10.05,4.8
26.81,Ctenotus_piankai,MALE,43,1.4,99,2.7,2,26.81,4.7
12.06,Ctenotus_piankai,MALE,45,1.3,,2,2,12.06,4
0.26,Ctenotus_piankai,MALE,34,0.7,63,,0.5,0.26,
87.96,Ctenotus_piankai,MALE,41,1.4,88,6,4.5,87.96,10.5
1.05,Ctenotus_piankai,MALE,33,0.5,67,1,1,1.05,2
0.52,Ctenotus_piankai,MALE,35,0.8,70,0.5,0.5,0.52,1
1.05,Ctenotus_piankai,MALE,37,0.7,,1,1,1.05,2
207.35,Ctenotus_piankai,MALE,48,2,89,6,5,207.35,11
67.02,Ctenotus_piankai,MALE,49,2.2,,4,4,67.02,8
8.38,Ctenotus_piankai,MALE,35,0.7,71,2,2,8.38,4
3.93,Ctenotus_piankai,MALE,36,0.8,73,1.5,1.5,3.93,3
188.5,Ctenotus_piankai,MALE,50,2.1,111,5,5,188.5,10
2.62,Ctenotus_piankai,MALE,36,0.8,73,1,1,2.62,2
188.5,Ctenotus_piankai,MALE,50,2.3,103,5,5,188.5,10
4.19,Ctenotus_piankai,MALE,35,0.7,70,1,1,4.19,2
4.19,Ctenotus_piankai,MALE,37,0.7,,1,1,4.19,2
8.38,Ctenotus_piankai,MALE,37,0.8,77,2,2,8.38,4
0.52,Ctenotus_piankai,MALE,34,0.5,,0.5,0.5,0.52,1
8.38,Ctenotus_piankai,MALE,40,1,87,2,2,8.38,4
6.28,Ctenotus_piankai,MALE,39,0.9,71,2,1,6.28,3
1.05,Ctenotus_piankai,MALE,37,0.9,77,1,1,1.05,2
188.5,Ctenotus_piankai,MALE,48,2,,5,5,188.5,10
117.29,Ctenotus_piankai,MALE,50,2.4,,5,4,117.29,9
67.02,Ctenotus_piankai,MALE,49,2.5,101,4,4,67.02,8
23.04,Ctenotus_piankai,MALE,40,1.2,91,4,2,23.04,6
67.02,Ctenotus_piankai,MALE,48,2.3,,4,4,67.02,8
280.65,Ctenotus_piankai,MALE,51,2.1,,6,5,280.65,11
8.38,Ctenotus_piankai,MALE,38,0.9,78,2,2,8.38,4
188.5,Ctenotus_piankai,MALE,48,2,,6,4,188.5,10
1.05,Ctenotus_piankai,MALE,37,0.8,73,1,1,1.05,2
50.27,Ctenotus_piankai,MALE,39,1,91,3,3,50.27,6
83.78,Ctenotus_piankai,MALE,49,2.2,,5,5,83.78,10
35.34,Ctenotus_piankai,MALE,39,1,85,4.5,3,35.34,7.5
39.79,Ctenotus_piankai,MALE,40,1.1,96,4,3,39.79,7
169.65,Ctenotus_piankai,MALE,47,2,102,5,4,169.65,9
23.56,Ctenotus_piankai,MALE,41,1.1,,2.5,2.5,23.56,5
50.27,Ctenotus_piankai,MALE,42,1,,3,3,50.27,6
207.35,Ctenotus_piankai,MALE,49,1.9,94,6,5,207.35,11
207.35,Ctenotus_piankai,MALE,50,2,105,6,5,207.35,11
6.28,Ctenotus_piankai,MALE,36,0.8,70,2,1,6.28,3
295.31,Ctenotus_piankai,MALE,51,2.4,,6,5,295.31,11
188.5,Ctenotus_piankai,MALE,42,1.9,,5,5,188.5,10
117.29,Ctenotus_piankai,MALE,42,1.4,94,5,4,117.29,9
150.8,Ctenotus_piankai,MALE,49,1.8,,4,4,150.8,8
170.17,Ctenotus_piankai,MALE,44,1.4,98,5,5,170.17,10
12.57,Ctenotus_piankai,MALE,42,1,,3,3,12.57,6
8.38,Ctenotus_piankai,MALE,41,0.8,,2,2,8.38,4
75.4,Ctenotus_piankai,MALE,43,1,,4,,75.4,
261.8,Ctenotus_piankai,MALE,49,2.2,,5,5,261.8,10
188.5,Ctenotus_piankai,MALE,50,2.1,,5,5,188.5,10
100.53,Ctenotus_piankai,MALE,42,1.3,94,4,3,100.53,7
8.38,Ctenotus_piankai,MALE,39,0.9,,2,2,8.38,4
58.64,Ctenotus_piankai,MALE,41,1.1,91,4,3,58.64,7
136.14,Ctenotus_piankai,MALE,51,2.4,,5,5,136.14,10
8.38,Ctenotus_piankai,MALE,39,1,85,2,2,8.38,4
31.42,Ctenotus_piankai,MALE,42,1.1,96,3,3,31.42,6
67.02,Ctenotus_piankai,MALE,42,1.1,92,4,4,67.02,8
8.38,Ctenotus_piankai,MALE,40,1.1,89,2,2,8.38,4
10.47,Ctenotus_piankai,MALE,40,1.1,89,3,2,10.47,5
169.65,Ctenotus_piankai,MALE,50,2.1,,5,4,169.65,9
41.89,Ctenotus_piankai,MALE,44,1.2,,3,2,41.89,5
8.38,Ctenotus_piankai,MALE,40,1,85,2,2,8.38,4
169.65,Ctenotus_piankai,MALE,50,2.2,,5,4,169.65,9
188.5,Ctenotus_piankai,MALE,49,2.1,,6,4,188.5,10
228.29,Ctenotus_piankai,MALE,51,2.4,,5,4,228.29,9
75.4,Ctenotus_piankai,MALE,45,1.4,99,4.5,4.5,75.4,9
108.91,Ctenotus_piankai,MALE,43,1.3,95,4,4,108.91,8
188.5,Ctenotus_piankai,MALE,45,1.8,98,5,5,188.5,10
6.28,Ctenotus_piankai,MALE,41,1.1,92,3,,6.28,
207.35,Ctenotus_piankai,MALE,50,2.1,110,6,5,207.35,11
175.93,Ctenotus_piankai,MALE,45,1.5,100,4,5,175.93,9
188.5,Ctenotus_piankai,MALE,43,1.3,98,5,5,188.5,10
117.29,Ctenotus_piankai,MALE,43,1.5,100,5,4,117.29,9
188.5,Ctenotus_piankai,MALE,50,2.2,,5,5,188.5,10
188.5,Ctenotus_piankai,MALE,50,2,,5,5,188.5,10
169.65,Ctenotus_piankai,MALE,50,1.7,,5,4,169.65,9
169.65,Ctenotus_piankai,MALE,44,1.5,98,5,4,169.65,9
83.78,Ctenotus_piankai,MALE,49,1.9,108,5,5,83.78,10
150.8,Ctenotus_piankai,MALE,44,1.2,99,4,4,150.8,8
58.64,Ctenotus_piankai,MALE,44,1.5,88,4,3,58.64,7
90.06,Ctenotus_piankai,MALE,44,1.5,,4,3,90.06,7
75.4,Ctenotus_piankai,MALE,44,1.4,94,6,3,75.4,9
58.64,Ctenotus_piankai,MALE,45,1.7,97,4,3,58.64,7
150.8,Ctenotus_piankai,MALE,44,1.5,101,4,4,150.8,8
169.65,Ctenotus_piankai,MALE,43,1.4,102,5,4,169.65,9
127.76,Ctenotus_piankai,MALE,46,1.6,104,5,4,127.76,9
150.8,Ctenotus_piankai,MALE,45,1.8,101,4,4,150.8,8
207.35,Ctenotus_piankai,MALE,51,1.8,,6,5,207.35,11
188.5,Ctenotus_piankai,MALE,46,2,97,5,5,188.5,10
169.65,Ctenotus_piankai,MALE,45,1.6,98,5,4,169.65,9
108.91,Ctenotus_piankai,MALE,50,1.7,103,4,4,108.91,8
29.32,Ctenotus_piankai,MALE,42,1.3,95,3,2,29.32,5
169.65,Ctenotus_piankai,MALE,46,1.6,99,5,4,169.65,9
318.35,Ctenotus_piankai,MALE,47,1.7,89,6.5,5.5,318.35,12
125.66,Ctenotus_piankai,MALE,49,2.2,105,6,4,125.66,10
150.8,Ctenotus_piankai,MALE,47,2.3,,4,4,150.8,8
188.5,Ctenotus_piankai,MALE,48,1.7,102,5,5,188.5,10
169.65,Ctenotus_piankai,MALE,43,1.6,88,5,4,169.65,9
