Number,site,ID,Genus,species,Genus species,Sex_old,Age_est,Sex,at,bt,time_orig,Date,Day,Month,yr,date,
994,L,994_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.3,38.3,913,251078,25,10,1978,25/10/1978,
2179,L,2179_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,28,38.3,813,271278,27,12,1978,27/12/1978,
1217,R,1217_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.4,38.3,1255,51178,5,11,1978,5/11/1978,
2183,L,2183_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,29.6,38.3,846,271278,27,12,1978,27/12/1978,
2220,R,2220_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,32,38.3,925,291278,29,12,1978,29/12/1978,
1838,R,1838_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,35.9,38.3,1705,71278,7,12,1978,7/12/1978,
1756,L,1756_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.7,38.4,821,21278,2,12,1978,2/12/1978,
1023,L,1023_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22.6,38.4,1355,271078,27,10,1978,27/10/1978,
1654,L,1654_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,22.6,38.4,920,291178,29,11,1978,29/11/1978,
1655,L,1655_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.2,38.4,1015,291178,29,11,1978,29/11/1978,
2056,L,2056_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.8,38.4,910,161278,16,12,1978,16/12/1978,
995,L,995_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.5,38.4,940,251078,25,10,1978,25/10/1978,
2142,L,2142_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,27.8,38.4,937,181278,18,12,1978,18/12/1978,
2083,L,2083_L,Ctenotus,calurus,Ctenotus calurus,F ,Adult,FEMALE,28.1,38.4,1045,171278,17,12,1978,17/12/1978,
2008,R,2008_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,28.8,38.4,1032,151278,15,12,1978,15/12/1978,
2154,L,2154_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.8,38.4,925,181278,18,12,1978,18/12/1978,
2089,L,2089_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,30,38.4,1122,171278,17,12,1978,17/12/1978,
1263,L,1263_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32,38.4,1020,71178,7,11,1978,7/11/1978,
1268,L,1268_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.2,38.4,1643,71178,7,11,1978,7/11/1978,
2250,R,2250_R,Ctenophorus,nuchalis,Ctenophorus nuchalis,F ,Adult,FEMALE,35.4,38.4,1020,301278,30,12,1978,30/12/1978,
1311,L,1311_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,20.5,38.5,1409,111178,11,11,1978,11/11/1978,
1051,L,1051_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,21.5,38.5,1000,281078,28,10,1978,28/10/1978,
2057,L,2057_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23,38.5,925,161278,16,12,1978,16/12/1978,
1669,L,1669_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24,38.5,923,291178,29,11,1978,29/11/1978,
1717,L,1717_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.4,38.5,840,301178,30,11,1978,30/11/1978,
1030,L,1030_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,24.5,38.5,1400,271078,27,10,1978,27/10/1978,
2058,L,2058_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.6,38.5,1028,161278,16,12,1978,16/12/1978,
1423,L,1423_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,27.8,38.5,1130,141178,14,11,1978,14/11/1978,
1642,L,1642_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28.2,38.5,916,281178,28,11,1978,28/11/1978,
2015,I,2015_I,Ctenophorus,caudicinctus,Ctenophorus caudicinctus,M ,Adult,MALE,29.9,38.5,1547,151278,15,12,1978,15/12/1978,
2092,L,2092_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30,38.5,1141,171278,17,12,1978,17/12/1978,
2172,L,2172_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,34.4,38.5,1719,251278,25,12,1978,25/12/1978,
2222,R,2222_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,34.7,38.5,1628,291278,29,12,1978,29/12/1978,
1306,L,1306_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,20.2,38.6,1408,111178,11,11,1978,11/11/1978,
1405,L,1405_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.7,38.6,902,141178,14,11,1978,14/11/1978,
1631,L,1631_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.6,38.6,829,281178,28,11,1978,28/11/1978,
1620,L,1620_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.4,38.6,725,221178,22,11,1978,22/11/1978,
2203,L,2203_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,26.4,38.6,924,281278,28,12,1978,28/12/1978,
2105,L,2105_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,27.4,38.6,1115,171278,17,12,1978,17/12/1978,
1894,R,1894_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,28.5,38.6,1145,101278,10,12,1978,10/12/1978,
2174,L,2174_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,29.8,38.6,820,261278,26,12,1978,26/12/1978,
1609,R,1609_R,Ctenotus,helenae,Ctenotus helenae,J ,Juvenile,UNK,31,38.6,935,211178,21,11,1978,21/11/1978,
1271,L,1271_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.8,38.6,1711,71178,7,11,1978,7/11/1978,
1266,L,1266_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,33,38.6,1638,71178,7,11,1978,7/11/1978,
1957,R,1957_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,33,38.6,1653,131278,13,12,1978,13/12/1978,
1267,L,1267_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,33.6,38.6,1641,71178,7,11,1978,7/11/1978,
1671,L,1671_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.4,38.7,1018,291178,29,11,1978,29/11/1978,
2199,L,2199_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.4,38.7,835,281278,28,12,1978,28/12/1978,
1370,L,1370_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.3,38.7,956,131178,13,11,1978,13/11/1978,
973,L,973_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.4,38.7,1114,241078,24,10,1978,24/10/1978,
1644,L,1644_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,31.3,38.7,1606,281178,28,11,1978,28/11/1978,
2113,L,2113_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,31.7,38.7,1618,171278,17,12,1978,17/12/1978,
1331,L,1331_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21,38.8,1140,121178,12,11,1978,12/11/1978,
1086,R,1086_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.5,38.8,1108,301078,30,10,1978,30/10/1978,
2201,L,2201_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.1,38.8,842,281278,28,12,1978,28/12/1978,
2082,L,2082_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,27,38.8,1030,171278,17,12,1978,17/12/1978,
1640,L,1640_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.5,38.8,900,281178,28,11,1978,28/11/1978,
1888,R,1888_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,29,38.8,951,101278,10,12,1978,10/12/1978,
1709,L,1709_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29.6,38.8,1000,301178,30,11,1978,30/11/1978,
2052,L,2052_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.4,38.8,1146,161278,16,12,1978,16/12/1978,
1242,L,1242_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,31.1,38.8,1704,61178,6,11,1978,6/11/1978,
1953,R,1953_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.8,38.8,1040,131278,13,12,1978,13/12/1978,
1173,R,1173_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,32.6,38.8,836,31178,3,11,1978,3/11/1978,
1667,L,1667_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,23,38.9,918,291178,29,11,1978,29/11/1978,
916,L,916_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22,39,1345,151078,15,10,1978,15/10/1978,
1339,L,1339_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,23,39,1139,121178,12,11,1978,12/11/1978,
1537,R,1537_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.3,39,1042,181178,18,11,1978,18/11/1978,
2099,L,2099_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.7,39,940,171278,17,12,1978,17/12/1978,
1371,L,1371_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.3,39,1000,131178,13,11,1978,13/11/1978,
1121,R,1121_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.8,39,1023,11178,1,11,1978,1/11/1978,
1343,L,1343_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.4,39,1157,121178,12,11,1978,12/11/1978,
2103,L,2103_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.6,39,1040,171278,17,12,1978,17/12/1978,
2138,L,2138_L,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,26.7,39,919,181278,18,12,1978,18/12/1978,
2180,L,2180_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,29.3,39,815,271278,27,12,1978,27/12/1978,
2090,L,2090_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,29.4,39,1126,171278,17,12,1978,17/12/1978,
2117,L,2117_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.4,39,1655,171278,17,12,1978,17/12/1978,
1868,R,1868_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,36.4,39,1008,91278,9,12,1978,9/12/1978,
1870,R,1870_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,36.4,39,1708,91278,9,12,1978,9/12/1978,
1553,R,1553_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,19.5,39.1,833,191178,19,11,1978,19/11/1978,
1053,L,1053_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,21.5,39.2,1025,281078,28,10,1978,28/10/1978,
1335,L,1335_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22,39.2,1116,121178,12,11,1978,12/11/1978,
1340,L,1340_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,23.8,39.2,1145,121178,12,11,1978,12/11/1978,
1338,L,1338_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24,39.2,1135,121178,12,11,1978,12/11/1978,
1341,L,1341_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,24.2,39.2,1147,121178,12,11,1978,12/11/1978,
1668,L,1668_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,24.3,39.2,921,291178,29,11,1978,29/11/1978,
1935,R,1935_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28.2,39.2,1130,121278,12,12,1978,12/12/1978,
1169,R,1169_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.4,39.2,804,31178,3,11,1978,3/11/1978,
1270,L,1270_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,33.8,39.2,1659,71178,7,11,1978,7/11/1978,
1735,L,1735_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,34,39.2,950,11278,1,12,1978,1/12/1978,
1174,R,1174_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,35.2,39.2,1015,31178,3,11,1978,3/11/1978,
915,L,915_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,21.6,39.3,1340,151078,15,10,1978,15/10/1978,
1533,R,1533_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,21.6,39.3,905,181178,18,11,1978,18/11/1978,
1021,L,1021_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,22.9,39.3,1339,271078,27,10,1978,27/10/1978,
1325,L,1325_L,Ctenophorus,isolepis,Ctenophorus isolepis,JM,Juvenile,MALE,23.1,39.3,1028,121178,12,11,1978,12/11/1978,
1413,L,1413_L,Ctenophorus,isolepis,Ctenophorus isolepis,JF,Juvenile,FEMALE,26,39.3,1018,141178,14,11,1978,14/11/1978,
996,L,996_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.7,39.3,944,251078,25,10,1978,25/10/1978,
978,L,978_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.9,39.3,1340,241078,24,10,1978,24/10/1978,
1545,R,1545_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,27.3,39.3,1625,181178,18,11,1978,18/11/1978,
1833,E,1833_E,Ctenophorus,fordi,Ctenophorus fordi,M ,Adult,MALE,29.5,39.3,833,71278,7,12,1978,7/12/1978,
1896,R,1896_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,32.4,39.3,1443,101278,10,12,1978,10/12/1978,
1484,R,1484_R,Ctenotus,piankai,Ctenotus piankai,UNK,UNK,UNK,34.8,39.3,1005,161178,16,11,1978,16/11/1978,
1235,R,1235_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,26.6,39.4,853,61178,6,11,1978,6/11/1978,
1639,L,1639_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.8,39.4,839,281178,28,11,1978,28/11/1978,
2048,L,2048_L,Varanus,eremius,Varanus eremius,J ,Juvenile,UNK,27.9,39.4,1100,161278,16,12,1978,16/12/1978,
1107,R,1107_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28,39.4,1532,311078,31,10,1978,31/10/1978,
1373,L,1373_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.6,39.4,1023,131178,13,11,1978,13/11/1978,
2185,L,2185_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,29.3,39.4,900,271278,27,12,1978,27/12/1978,
1172,R,1172_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,30.5,39.4,822,31178,3,11,1978,3/11/1978,
1952,R,1952_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,30.5,39.4,930,131278,13,12,1978,13/12/1978,
2161,L,2161_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,30.8,39.4,1122,181278,18,12,1978,18/12/1978,
1721,L,1721_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32.1,39.4,1456,301178,30,11,1978,30/11/1978,
1455,R,1455_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.4,39.4,1646,151178,15,11,1978,15/11/1978,
1865,R,1865_R,Pogona,minor,Pogona minor,UNK,UNK,UNK,33.9,39.4,724,91278,9,12,1978,9/12/1978,
1741,L,1741_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,34.5,39.4,1717,11278,1,12,1978,1/12/1978,
1119,R,1119_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.5,39.5,1012,11178,1,11,1978,1/11/1978,
2155,L,2155_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28.8,39.5,940,181278,18,12,1978,18/12/1978,
1863,R,1863_R,Moloch,horridus,Moloch horridus,UNK,UNK,UNK,38.4,39.5,1710,81278,8,12,1978,8/12/1978,
2200,L,2200_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.4,39.6,839,281278,28,12,1978,28/12/1978,
2102,L,2102_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,27.8,39.6,1015,171278,17,12,1978,17/12/1978,
2163,L,2163_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,31,39.6,1145,181278,18,12,1978,18/12/1978,
2188,L,2188_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,31.4,39.6,955,271278,27,12,1978,27/12/1978,
1647,L,1647_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,31.6,39.6,1629,281178,28,11,1978,28/11/1978,
1732,L,1732_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.7,39.6,900,11278,1,12,1978,1/12/1978,
1262,L,1262_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32.4,39.6,920,71178,7,11,1978,7/11/1978,
1557,R,1557_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22.2,39.7,948,191178,19,11,1978,19/11/1978,
1536,R,1536_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,24.6,39.7,1038,181178,18,11,1978,18/11/1978,
1374,L,1374_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.4,39.7,1035,131178,13,11,1978,13/11/1978,
1544,R,1544_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,27.3,39.7,1620,181178,18,11,1978,18/11/1978,
2143,L,2143_L,Ctenotus,calurus,Ctenotus calurus,UNK,UNK,UNK,27.7,39.7,940,181278,18,12,1978,18/12/1978,
1190,R,1190_R,Varanus,eremius,Varanus eremius,UNK,UNK,UNK,28,39.7,825,41178,4,11,1978,4/11/1978,
2091,L,2091_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,28.6,39.7,1136,171278,17,12,1978,17/12/1978,
1348,L,1348_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,25.8,39.8,1218,121178,12,11,1978,12/11/1978,
2101,L,2101_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,26.4,39.8,1000,171278,17,12,1978,17/12/1978,
1630,L,1630_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,26.6,39.8,811,281178,28,11,1978,28/11/1978,
2217,R,2217_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,29.3,39.8,852,291278,29,12,1978,29/12/1978,
1243,L,1243_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.1,39.8,1709,61178,6,11,1978,6/11/1978,
1151,R,1151_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32,39.8,1328,21178,2,11,1978,2/11/1978,
2045,L,2045_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,28,39.9,1025,161278,16,12,1978,16/12/1978,
1124,R,1124_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30.5,39.9,1128,11178,1,11,1978,1/11/1978,
2157,L,2157_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31.4,39.9,1140,181278,18,12,1978,18/12/1978,
1805,R,1805_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,20.5,40,906,41278,4,12,1978,4/12/1978,
1554,R,1554_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,21.9,40,900,191178,19,11,1978,19/11/1978,
1560,R,1560_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,24.4,40,1125,191178,19,11,1978,19/11/1978,
1635,L,1635_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,26.6,40,1045,281178,28,11,1978,28/11/1978,
1632,L,1632_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,26.9,40,858,281178,28,11,1978,28/11/1978,
1542,R,1542_R,Ctenophorus,fordi,Ctenophorus fordi,UNK,UNK,UNK,27.1,40,1447,181178,18,11,1978,18/11/1978,
1191,R,1191_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29.3,40,834,41178,4,11,1978,4/11/1978,
2114,L,2114_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,32.3,40,1629,171278,17,12,1978,17/12/1978,
1666,L,1666_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,22.5,40.1,914,291178,29,11,1978,29/11/1978,
2088,L,2088_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30.5,40.1,1107,171278,17,12,1978,17/12/1978,
1349,L,1349_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,25.8,40.2,1220,121178,12,11,1978,12/11/1978,
1559,R,1559_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,26.4,40.2,1110,191178,19,11,1978,19/11/1978,
1420,L,1420_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,27.5,40.2,1135,141178,14,11,1978,14/11/1978,
1106,R,1106_R,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28.2,40.2,1527,311078,31,10,1978,31/10/1978,
1429,L,1429_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,29.2,40.2,1045,141178,14,11,1978,14/11/1978,
2112,L,2112_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32,40.2,1615,171278,17,12,1978,17/12/1978,
1509,R,1509_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.4,40.2,1300,171178,17,11,1978,17/11/1978,
926,L,926_L,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,26.9,40.3,1430,161078,16,10,1978,16/10/1978,
1577,R,1577_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32.3,40.3,1622,201178,20,11,1978,20/11/1978,
1895,R,1895_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30.3,40.4,1156,101278,10,12,1978,10/12/1978,
1576,R,1576_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,30.8,40.4,1220,201178,20,11,1978,20/11/1978,
1954,R,1954_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,32.9,40.4,1240,131278,13,12,1978,13/12/1978,
1914,R,1914_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30,40.5,1546,111278,11,12,1978,11/12/1978,
1170,R,1170_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,32,40.5,811,31178,3,11,1978,3/11/1978,
1259,L,1259_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,32.2,40.5,825,71178,7,11,1978,7/11/1978,
2171,L,2171_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,34.1,40.7,1710,251278,25,12,1978,25/12/1978,
1830,E,1830_E,Ctenophorus,fordi,Ctenophorus fordi,F ,Adult,FEMALE,28.6,40.8,819,71278,7,12,1978,7/12/1978,
1710,L,1710_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,29,40.8,1025,301178,30,11,1978,30/11/1978,
2004,R,2004_R,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,31,40.8,943,151278,15,12,1978,15/12/1978,
1836,E,1836_E,Diporiphora,paraconvergens,Diporiphora paraconvergens,F ,Adult,FEMALE,34.7,41,1034,71278,7,12,1978,7/12/1978,
1706,L,1706_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,28.4,41.2,933,301178,30,11,1978,30/11/1978,
1260,L,1260_L,Ctenophorus,isolepis,Ctenophorus isolepis,UNK,UNK,UNK,30.2,41.2,843,71178,7,11,1978,7/11/1978,
1897,R,1897_R,Ctenotus,quatt,Ctenotus quatt,UNK,UNK,UNK,32.9,41.3,1520,101278,10,12,1978,10/12/1978,
1168,R,1168_R,Lophognathus,longirostris,Lophognathus longirostris,UNK,UNK,UNK,32.7,41.4,931,31178,3,11,1978,3/11/1978,
2093,L,2093_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,27.8,41.6,1152,171278,17,12,1978,17/12/1978,
1924,R,1924_R,Varanus,eremius,Varanus eremius,UNK,UNK,UNK,22.7,42,749,121278,12,12,1978,12/12/1978,
2087,L,2087_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,29,42.2,1105,171278,17,12,1978,17/12/1978,
2109,L,2109_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,30.1,42.2,1155,171278,17,12,1978,17/12/1978,
1510,R,1510_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,34.4,42.2,1303,171178,17,11,1978,17/11/1978,
2251,R,2251_R,Pogona,minor,Pogona minor,B ,Yearling,UNK,38.4,42.3,1249,301278,30,12,1978,30/12/1978,
2273,R,2273_R,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,41,42.3,1740,311278,31,12,1978,31/12/1978,
905,L,905_L,Ctenophorus,isolepis,Ctenophorus isolepis,M ,Adult,MALE,15.5,,855,151078,15,10,1978,15/10/1978,
909,L,909_L,Ctenophorus,isolepis,Ctenophorus isolepis,F ,Adult,FEMALE,16.3,,928,151078,15,10,1978,15/10/1978,
813,D,813_D,Ctenotus,dux,Ctenotus dux,B ,Yearling,UNK,16.6,,1020,170878,17,8,1978,17/8/1978,
892,R,892_R,Ctenotus,quatt,Ctenotus quatt,B ,Yearling,UNK,16.7,,920,310878,31,8,1978,31/8/1978,
921,L,921_L,Gehyra,variegata,Gehyra variegata,UNK,UNK,UNK,17,,745,161078,16,10,1978,16/10/1978,
1037,L,1037_L,Ctenotus,pantherinus,Ctenotus pantherinus,UNK,UNK,UNK,17.4,,830,281078,28,10,1978,28/10/1978,
1075,R,1075_R,Lerista,bipes,Lerista bipes,UNK,UNK,UNK,18,,1730,291078,29,10,1978,29/10/1978,
